name,sigla,state
Faculdade De Ensino Regional Alternativa,Fera,Al
Faculdade De Ensino Superior,Faes,Mg
Faculdade De Ensino Superior Brasileira - Faculdade Febras,Febras,Es
Faculdade De Ensino Superior Da Amazonia,Fesam,Ap
Faculdade De Ensino Superior Da Amazonia Reunida,Fesar,Pa
Faculdade De Ensino Superior Da Cidade De Feira De Santana,Faesf/Unef,Ba
Faculdade De Ensino Superior Da Paraiba,Fesp,Pb
Faculdade De Ensino Superior De Floriano,Faesf,Pi
Faculdade De Ensino Superior De Linhares,Faceli,Es
Faculdade De Ensino Superior De Marechal Candido Rondon,Isepe  Rondon,Pr
Faculdade De Ensino Superior De Parnaiba,Faespa,Pi
Faculdade De Ensino Superior De Sao Miguel Do Iguacu,Faesi,Pr
Faculdade De Ensino Superior Do Centro Do Parana,Ucp,Pr
Faculdade De Ensino Superior Do Interior Paulista,Faip,Sp
Faculdade De Ensino Superior Do Lago,Faesla,Ma
Faculdade De Ensino Superior Do Piaui,Faespi,Pi
Faculdade De Ensino Superior Dom Bosco,Facdombosco,Pr
Faculdade De Ensino Superior E Formacao Integral,Faef,Sp
Faculdade De Ensino Superior Paschoal Dantas,,Sp
Faculdade De Ensino Superior Pelegrino Cipriani,Faspec,Mt
Faculdade De Ensino Superior Refferencial,Fareff,Ms
Faculdade De Ensino Superior Santa Barbara,Faesb,Sp
Faculdade De Ensino Tecnologico Do Estado Do Para,Facete,Pa
Faculdade De Ensino Unificado De Belo Horizonte,Feubh,Mg
Faculdade De Estudos Administrativos De Minas Gerais,Fead,Mg
Faculdade De Estudos Administrativos De Minas Gerais - Fead-Mg,Fead - Mg,Null
Faculdade De Estudos Avancados Do Para,Feapa,Pa
Faculdade De Estudos Biblicos Interdisciplinares,Febi,Df
Faculdade De Estudos Sociais Aplicados De Viana,Fesav,Es
Faculdade De Estudos Sociais Do Espirito Santo,Pio Xii,Es
Faculdade De Estudos Superiores De Minas Gerais,Fead,Null
Faculdade De Estudos Superiores Do Maranhao,Fescemp,Ma
Faculdade De Excelencia Do Rio Grande Do Norte,Fatern Gama Filho,Rn
Faculdade De Farmacia E Bioquimica,Itpac,To
Faculdade De Filosofia Ciencias E Letras,Fafil,Pb
Faculdade De Filosofia Ciencias E Letras Carlos Queiroz,Fafique,Sp
Faculdade De Filosofia Ciencias E Letras De Alegre,Fafia,Es
Faculdade De Filosofia Ciencias E Letras De Caruaru,Fafica,Pe
Faculdade De Filosofia Ciencias E Letras De Congonhas,Fafic,Mg
Faculdade De Filosofia Ciencias E Letras De Ibitinga,Faibi,Sp
Faculdade De Filosofia Ciencias E Letras De Ituverava,Ffcl,Sp
Faculdade De Filosofia Ciencias E Letras De Macae,Fafima,Rj
Faculdade De Filosofia Ciencias E Letras De Penapolis,Fafipe,Sp
Faculdade De Filosofia Ciencias E Letras De Sao Jose Do Rio Pardo,Ffcl,Sp
Faculdade De Filosofia Ciencias E Letras De Tatui,Faficile,Sp
Faculdade De Filosofia Ciencias E Letras Deputado Jose Laviola,Faficil,Mg
Faculdade De Filosofia Ciencias E Letras Dom Bosco,Ffcldb,Rj
Faculdade De Filosofia Ciencias E Letras Nossa Senhora Aparecida,Fnsa,Sp
Faculdade De Filosofia Ciencias E Letras Nossa Senhora De Sion,Fafi/Sion,Null
Faculdade De Filosofia Ciencias E Letras Professora Nair Fortes Abu-Merhy,Fafi - Pronafor,Mg
Faculdade De Filosofia Ciencias E Letras Souza Marques,Ffclsm,Rj
Faculdade De Filosofia De Passos,Fafipa,Null
Faculdade De Filosofia E Ciencias Humanas De Goiatuba,Fafich,Go
Faculdade De Filosofia E Letras De Diamantina,Fafidia,Null
Faculdade De Filosofia E Teologia Paulo Vi,Fftp,Sp
Faculdade De Filosofia Santa Doroteia,Ffsd,Rj
"Faculdade De Filosofia, Ciencias E Letras De Boa Esperanca",Fafibe,Mg
"Faculdade De Filosofia, Ciencias E Letras De Duque De Caxias",Ffcldc,Rj
"Faculdade De Filosofia, Ciencias E Letras De Ibitinga",Faibi,Sp
"Faculdade De Filosofia, Ciencias E Letras De Itapetininga",Ffcli,Sp
"Faculdade De Filosofia, Ciencias E Letras Do Alto Sao Francisco",Fasf,Mg
Faculdade De Formacao De Professores Da Mata Sul,Famasul,Pe
Faculdade De Formacao De Professores De Afogados Da Ingazeira,Fafopai,Pe
Faculdade De Formacao De Professores De Araripina,Fafopa,Pe
Faculdade De Formacao De Professores De Belo Jardim,Fabeja,Pe
Faculdade De Formacao De Professores De Goiana,Ffpg,Pe
Faculdade De Formacao De Professores De Nazare Da Mata,Ffpnm,Pe
Faculdade De Formacao De Professores De Penedo,Ffpp,Null
Faculdade De Formacao De Professores De Petrolina,Faculdade De Formacao De Professores De Petrolina,Pe
Faculdade De Formacao De Professores De Serra Talhada,Fafopst,Pe
Faculdade De Formacao De Professores E Especialistas De Educacao,Fafopee,Rs
Faculdade De Fortaleza,Fafor,Ce
Faculdade De Frutal,Faf,Mg
Faculdade De Gestao E Inovacao,Fgi,Go
Faculdade De Gestao E Negocios De Cachoeirinha,Fgn Cachoeirinh,Rs
Faculdade De Gestao E Negocios De Maceio,Fgn Maceio,Al
Faculdade De Gestao E Negocios De Salvador,Fgn,Ba
Faculdade De Gestao E Negocios De Teresina,Fgn Teresina,Pi
"Faculdade De Gestao, Educacao E De Saude",Fgs,Mt
Faculdade De Getulio Vargas,Faculdade Ideau,Rs
Faculdade De Goiana,Fag,Pe
Faculdade De Goiania - Unidade 1,Fag,Go
"Faculdade De Governanca, Engenharia E Educacao De Sao Paulo",Fge-Sp,Sp
Faculdade De Guanambi,Fg,Ba
Faculdade De Guaranta Do Norte,Unifama,Mt
Faculdade De Guararapes,Fag,Sp
Faculdade De Guarulhos,Fag,Sp
Faculdade De Hortolandia,Fach,Sp
Faculdade De Ibaiti,Feati,Pr
Faculdade De Ibipora,Null,Pr
Faculdade De Ibitinga,Faib,Sp
Faculdade De Ibiuna,Null,Sp
Faculdade De Ilha Solteira,Faisa,Sp
Faculdade De Imperatriz,Facimp,Ma
Faculdade De Imperatriz Wyden,Facimp Wyden,Ma
Faculdade De Indiara,Faind,Go
Faculdade De Informatica De Cuiaba,Fic,Mt
Faculdade De Informatica De Ouro Preto Do Oeste,Fiouro,Ro
Faculdade De Informatica De Passos,Fip,Null
Faculdade De Informatica Do Recife,Facir,Null
Faculdade De Informatica Lemos De Castro,Filc,Rj
Faculdade De Inhumas - Fac-Mais,Facmais,Go
Faculdade De Inovacao Do Parana,Fai,Pr
Faculdade De Inovacao Tecnologica De Campo Grande,,Ms
Faculdade De Inovacao Tecnologica De Curitiba,Fac-Cesumar,Null
Faculdade De Inovacao Tecnologica De Londrina,Fac-Cesumar,Null
Faculdade De Inovacao Tecnologica De Ponta Grossa,Fac-Cesumar,Null
Faculdade De Integracao Do Ensino Superior Do Cone Sul,Fisul,Rs
Faculdade De Integracao Do Sertao,Fis,Pe
Faculdade De Ipora,Fai,Go
Faculdade De Itaituba,Fai,Pa
Faculdade De Itapecerica Da Serra,Fit,Sp
Faculdade De Itapetininga,Fi,Sp
Faculdade De Itapiranga,Sei/Fai,Sc
Faculdade De Itapolis - Facita,Facita,Sp
Faculdade De Jaboticabal,Fajab,Sp
Faculdade De Jacarei,Null,Sp
Faculdade De Jaguariuna,Faj,Sp
Faculdade De Jandaia Do Sul,Fafijan,Pr
Faculdade De Jandira,Null,Sp
Faculdade De Jau,Null,Sp
Faculdade De Joao Pessoa (Santa Emilia Do Rodat),Null,Pb
Faculdade De Jose Bonifacio,Fjb,Sp
Faculdade De Juazeiro Do Norte,Fjn,Ce
Faculdade De Jundiai,Null,Sp
Faculdade De Junqueiropolis,Isej,Sp
Faculdade De Jussara,Faj,Go
Faculdade De Letras De Nova Andradina,Falena,Ms
Faculdade De Lucas Do Rio Verde,Unifama,Mt
Faculdade De Lucelia,Null,Sp
Faculdade De Macapa,Fama,Ap
Faculdade De Marilia,Famar,Sp
Faculdade De Martinopolis,Fama,Sp
Faculdade De Mato Grosso,Famat,Mt
Faculdade De Matupa,Unifama,Mt
Faculdade De Maua - Fama,Fama,Sp
Faculdade De Mediacao Ivia Corneli,Famic,Mg
Faculdade De Medicina,Itpac,To
Faculdade De Medicina De Acailandia,,Ma
Faculdade De Medicina De Barbacena,Fame,Mg
Faculdade De Medicina De Campos,Fmc,Rj
Faculdade De Medicina De Garanhuns,Null,Pe
Faculdade De Medicina De Itajuba,Fmit,Mg
Faculdade De Medicina De Ji-Parana,,Ro
Faculdade De Medicina De Juazeiro Do Norte,Fmj,Ce
Faculdade De Medicina De Jundiai,Fmj,Sp
Faculdade De Medicina De Marilia,Famema,Sp
Faculdade De Medicina De Olinda,Fmo,Pe
Faculdade De Medicina De Petropolis,Fmp,Rj
Faculdade De Medicina De Sao Jose Do Rio Preto,Famerp,Sp
Faculdade De Medicina Do Abc,Fmabc,Sp
Faculdade De Medicina Do Sertao,Fms,Pe
Faculdade De Medicina Estacio De Castanhal,Estacio Fmec,Pa
Faculdade De Medicina Estacio De Juazeiro Do Norte,Estacio Fmj,Ce
Faculdade De Medicina Nova Esperanca,Famene,Pb
Faculdade De Medicina Veterinaria E Zootecnia,Famed,Null
Faculdade De Miguel Pereira,Famipe,Rj
Faculdade De Milagres Ceara,Famice,Ce
Faculdade De Minas,Faminas,Mg
Faculdade De Minas Bh,Faminas-Bh,Mg
Faculdade De Mirandopolis,Fam,Sp
Faculdade De Mirassol,Null,Sp
Faculdade De Moda De Passos,Famopa,Null
Faculdade De Monte Alto,Fma,Sp
Faculdade De Musica Carlos Gomes,Fmcg,Sp
Faculdade De Musica Do Espirito Santo,Fames,Es
Faculdade De Musica Do Espirito Santo Mauricio De Oliveira,Fames,Es
Faculdade De Musica Souza Lima,Fmsl,Sp
Faculdade De Nanuque,Fanan,Mg
Faculdade De Natal,Fal,Rn
Faculdade De Negocios,Ftec Negocios,Null
Faculdade De Nova Esperanca,Null,Pr
Faculdade De Nova Mutum,Unifama,Mt
Faculdade De Nova Serrana,Fans,Mg
Faculdade De Nutricao Da Fundacao De Ensino Superior De Passos,Fanutri,Null
Faculdade De Odontologia,Itpac,To
Faculdade De Odontologia Da Apcd,Faoa,Sp
Faculdade De Odontologia De Caruaru,Foc,Null
Faculdade De Odontologia De Manaus,Fom,Am
Faculdade De Odontologia De Pernambuco,Fop,Pe
Faculdade De Odontologia Do Recife,For,Pe
Faculdade De Odontologia E Centro De Pesquisas Odontologicas Sao Leopoldo Mandic,Slmandic,Sp
Faculdade De Olimpia,Null,Sp
Faculdade De Olinda,Focca,Pe
Faculdade De Orlandia,Fao,Sp
Faculdade De Osasco,Fco,Sp
Faculdade De Ouro Preto Do Oeste,Uneouro,Null
Faculdade De Palmas,Fapal,To
Faculdade De Palmeiras De Goias - Facmais,Facmais,Go
Faculdade De Para De Minas,Fapam,Mg
Faculdade De Pato Branco,Fadep,Pr
Faculdade De Paulinia,Facp,Sp
Faculdade De Pedagogia,Anaec,Ms
Faculdade De Pedagogia De Afonso Claudio,Iseac,Es
Faculdade De Pedagogia De Dores Do Indaia,Fapedi,Mg
Faculdade De Pedagogia E Formacao De Normalistas De Araguaina,Itpac,To
Faculdade De Penapolis,Null,Sp
Faculdade De Penedo,Fac-Penedo,Al
Faculdade De Petrolina,Facape,Pe
Faculdade De Pimenta Bueno,Fap,Ro
Faculdade De Pindamonhangaba,Fapi,Sp
Faculdade De Pinhais,Fapi,Pr
Faculdade De Piracanjuba,Fap,Go
Faculdade De Piraju,Null,Sp
Faculdade De Ponta Pora,Fap,Ms
Faculdade De Porto Feliz,,Sp
Faculdade De Porto Velho,Fip,Null
Faculdade De Presidente Epitacio - Fape,Fape,Sp
Faculdade De Presidente Prudente,Fapepe,Sp
Faculdade De Presidente Venceslau,Faprev,Sp
Faculdade De Primavera,Cespri,Sp
Faculdade De Quatro Marcos,Fqm,Mt
Faculdade De Quixeramobim,Uniq,Ce
Faculdade De Rancharia,Null,Sp
Faculdade De Reabilitacao Da Asce,Frasce,Rj
Faculdade De Realeza,Cesreal,Pr
Faculdade De Recife,Null,Pe
Faculdade De Ribeirao Pires,Null,Sp
Faculdade De Ribeirao Preto,Afarp,Sp
Faculdade De Rio Claro,Cbta,Sp
Faculdade De Rolim De Moura,Farol,Ro
Faculdade De Rondonia,Faro,Ro
Faculdade De Roseira,Faro,Sp
Faculdade De Sabara,Soecs,Mg
Faculdade De Salvador,Null,Ba
Faculdade De Santa Barbara D'Oeste,Fap,Sp
Faculdade De Santa Catarina,Fasc,Sc
Faculdade De Santa Cruz Da Bahia,Fsc,Ba
Faculdade De Santa Ines,Fsi,Ma
Faculdade De Santa Luzia,Facsal,Mg
Faculdade De Santa Rita Do Passa Quatro,Null,Sp
Faculdade De Santana De Parnaiba,Fasp,Sp
Faculdade De Santo Andre,Null,Sp
Faculdade De Santo Angelo,Fasa,Rs
Faculdade De Santo Antonio Da Platina,Null,Pr
Faculdade De Sao Bento,Fsb,Sp
Faculdade De Sao Bento Do Rio De Janeiro,Fsb/Rj,Rj
Faculdade De Sao Bernardo Do Campo,Fapan,Sp
Faculdade De Sao Bernardo Do Campo - Fasb,Fasb I,Sp
Faculdade De Sao Caetano Do Sul,Null,Sp
Faculdade De Sao Carlos,Fasc,Sp
Faculdade De Sao Jose Dos Campos,Bilac,Sp
Faculdade De Sao Lourenco,Fasama,Mg
Faculdade De Sao Marcos,Facsm,Rs
Faculdade De Sao Paulo,Fasp,Sp
Faculdade De Sao Roque,Fasar,Sp
Faculdade De Sao Vicente,Fsv,Sp
Faculdade De Saude Ciencias Humanas E Tecnologicas Do Piaui,Novafapi,Pi
Faculdade De Saude De Sao Paulo,Fassp,Sp
Faculdade De Saude Do Sertao De Pernambuco,Faspe,Pe
Faculdade De Saude E Desenvolvimento Humano Santo Agostinho,Fs,Null
Faculdade De Saude E Humanidades Ibituruna,Fasi,Mg
Faculdade De Saude Ibituruna,Fasi,Mg
Faculdade De Saude Santo Agostinho De Vitoria Da Conquista,Fasa,Ba
Faculdade De Saude Tecsoma,Fastec,Null
"Faculdade De Saude, Ciencias E Tecnologia - Facesb",Facesb,Sp
Faculdade De Selviria,Fas,Ms
Faculdade De Sergipe,Fase,Se
Faculdade De Sertaozinho,Null,Sp
Faculdade De Servico Social De Bauru,Fssb,Null
Faculdade De Servico Social De Passos,Fasesp,Null
Faculdade De Sistema De Informacao,Itpac,To
Faculdade De Sistemas De Informacao De Paraiso Do Tocantins,Fsip,To
Faculdade De Sobral,Fasol,Ce
Faculdade De Sorocaba,,Sp
Faculdade De Sorriso,Fais,Mt
Faculdade De Sumare,Fecgs,Sp
Faculdade De Suzano,Unisuz,Sp
Faculdade De Talentos Humanos,Facthus,Mg
Faculdade De Tapejara,Fat,Rs
Faculdade De Taquaritinga,Ftga,Sp
Faculdade De Tecnologia - Fatec De Pompeia,,Null
Faculdade De Tecnologia - Fatec De Ribeirao Preto,,Sp
Faculdade De Tecnologia Ad1,Ad1,Df
Faculdade De Tecnologia Aerotd,Aerotd,Sc
Faculdade De Tecnologia Alcides Maya,Amtec,Rs
Faculdade De Tecnologia Alpha Channel,Fatac,Sp
Faculdade De Tecnologia Alto Medio Sao Francisco,Fac Funam,Mg
Faculdade De Tecnologia Alto Tiete,Fatecaltotiete,Sp
Faculdade De Tecnologia Alvares De Azevedo,Faatesp,Sp
Faculdade De Tecnologia Apoena,Fta,Ce
Faculdade De Tecnologia Assessoritec,Null,Sc
Faculdade De Tecnologia Avancada,Null,Go
Faculdade De Tecnologia Bandeirantes,Bandtec,Sp
Faculdade De Tecnologia Bsg-U,Fbsg-U,Sp
Faculdade De Tecnologia Cachoeiro De Itapemirim,Faci,Es
Faculdade De Tecnologia Cenecista De Rio Negrinho,Null,Sc
Faculdade De Tecnologia Centec,Centec,Ce
Faculdade De Tecnologia Centec - Cariri,Centec,Ce
Faculdade De Tecnologia Centec - Sertao Central,Ftc Sertao Central,Ce
Faculdade De Tecnologia Certus,Certus,Sp
Faculdade De Tecnologia Cesar Lattes,Null,Sp
Faculdade De Tecnologia Cetep,Cetep,Pr
Faculdade De Tecnologia Cna,Fatecna,Df
Faculdade De Tecnologia Coesp,Fcoesp,Pb
Faculdade De Tecnologia Consultime,Fatec,Es
Faculdade De Tecnologia Contec,Facontec,Es
Faculdade De Tecnologia Contec - Unidade De Carapina,Contec,Es
Faculdade De Tecnologia Da Amazonia,Fatec,Am
Faculdade De Tecnologia Da Paraiba,Fatecpb,Pb
Faculdade De Tecnologia Da Serra Gaucha - Caxias Do Sul,Null,Null
Faculdade De Tecnologia Da Zona Leste,Null,Null
Faculdade De Tecnologia De Adamantina,,Sp
Faculdade De Tecnologia De Americana,Fatec-Am,Sp
Faculdade De Tecnologia De Ampere,Fampertec,Pr
Faculdade De Tecnologia De Aracatuba,Fatec Aracatuba,Sp
Faculdade De Tecnologia De Araraquara,Fatec Arq,Sp
Faculdade De Tecnologia De Araras,,Sp
Faculdade De Tecnologia De Assis,Fatec Assis,Sp
Faculdade De Tecnologia De Barretos,Fateb,Sp
Faculdade De Tecnologia De Barueri,Fatec Barueri,Sp
Faculdade De Tecnologia De Bauru,Fatec,Sp
Faculdade De Tecnologia De Bebedouro,Null,Null
Faculdade De Tecnologia De Botucatu,Fatec Bt,Sp
Faculdade De Tecnologia De Braganca Paulista,Null,Sp
Faculdade De Tecnologia De Brasilia,Ftb,Df
Faculdade De Tecnologia De Campinas,Fatec Campinas,Sp
Faculdade De Tecnologia De Capao Bonito,Fatec-Cb,Sp
Faculdade De Tecnologia De Carapicuiba,Fatec,Sp
Faculdade De Tecnologia De Catalao,Fateca,Go
Faculdade De Tecnologia De Catanduva,Fatec Catanduva,Sp
Faculdade De Tecnologia De Caxias Do Sul,Ftc,Rs
Faculdade De Tecnologia De Cotia,Fatec Cotia,Sp
Faculdade De Tecnologia De Cruzeiro Do Oeste,Faco,Pr
Faculdade De Tecnologia De Diadema Luigi Papaiz,Fatec Diadema,Sp
Faculdade De Tecnologia De Ensino Superior,Fatec,Mg
Faculdade De Tecnologia De Ensino Superior - Fatec,Centes,Mg
Faculdade De Tecnologia De Ferraz De Vasconcelos,,Sp
Faculdade De Tecnologia De Franco Da Rocha,,Sp
Faculdade De Tecnologia De Garca,Fatecga,Sp
Faculdade De Tecnologia De Guaratingueta,Fatec Gt,Sp
Faculdade De Tecnologia De Guarulhos,Fatec Gr,Sp
Faculdade De Tecnologia De Horizonte,Fathor,Ce
Faculdade De Tecnologia De Indaiatuba,Fatec-Id,Sp
Faculdade De Tecnologia De Itapetininga - Prof.Antonio Belizandro Barbosa Rezende,Fatec - Itapetininga,Sp
Faculdade De Tecnologia De Itapira,Fatec Itapira,Sp
Faculdade De Tecnologia De Itaquaquecetuba,Fatec Itaqua,Sp
Faculdade De Tecnologia De Itaquera,Fatec Itaquera,Sp
Faculdade De Tecnologia De Itatiba,Fatec Itatiba,Sp
Faculdade De Tecnologia De Jacarei,Fatec Jacarei,Sp
Faculdade De Tecnologia De Jahu,Fatec-Jahu,Sp
Faculdade De Tecnologia De Jales,Fatec Jales,Sp
Faculdade De Tecnologia De Jaragua Do Sul,Fatej,Sc
Faculdade De Tecnologia De Joao Pessoa,Fatec,Pb
Faculdade De Tecnologia De Jundiai,Fatec/Jd,Sp
Faculdade De Tecnologia De Lins,Null,Null
Faculdade De Tecnologia De Matao,,Sp
Faculdade De Tecnologia De Maua,Fatec Maua,Sp
Faculdade De Tecnologia De Minas Gerais,Fatemg,Mg
Faculdade De Tecnologia De Minas Gerais - Fatemig,Null,Null
Faculdade De Tecnologia De Mococa,Fatec,Sp
Faculdade De Tecnologia De Mogi Das Cruzes,Fatec-Mc,Sp
Faculdade De Tecnologia De Nova Andradina,Null,Ms
Faculdade De Tecnologia De Novo Cabrais,,Rs
Faculdade De Tecnologia De Osasco - Prefeito Hirant Sanazar,Fatec Osasco,Sp
Faculdade De Tecnologia De Ourinhos,Fatec,Sp
Faculdade De Tecnologia De Pindamonhangaba,Fatec Pi,Sp
Faculdade De Tecnologia De Piracicaba,Fatec Piracicaba,Sp
Faculdade De Tecnologia De Pompeia - Shunji Nishimura,Fatec Pompeia,Sp
Faculdade De Tecnologia De Ponta Pora,Fatep,Ms
Faculdade De Tecnologia De Porto Alegre,Faqi,Rs
Faculdade De Tecnologia De Praia Grande,Fatecpg,Sp
Faculdade De Tecnologia De Presidente Prudente,Fatec,Sp
Faculdade De Tecnologia De Santana De Parnaiba,Fatec-Spb,Sp
Faculdade De Tecnologia De Sao Bernardo Do Campo,Fatec-Sb,Sp
Faculdade De Tecnologia De Sao Caetano Do Sul,Fatec Scs,Sp
Faculdade De Tecnologia De Sao Carlos,Fatec Sao Carlo,Sp
Faculdade De Tecnologia De Sao Jose Do Rio Preto,Fatecrp,Sp
Faculdade De Tecnologia De Sao Jose Dos Campos,Etep,Sp
Faculdade De Tecnologia De Sao Jose Dos Campos - Jessen Vidal,Fatecsjcampos,Sp
Faculdade De Tecnologia De Sao Paulo,Fatec-Sp,Sp
Faculdade De Tecnologia De Sao Roque,Fatec-Sr,Sp
Faculdade De Tecnologia De Sao Sebastiao,Fatec Ss,Sp
Faculdade De Tecnologia De Sao Vicente,Fatef,Sp
Faculdade De Tecnologia De Sertaozinho,Fatec Sertaozinho,Sp
Faculdade De Tecnologia De Sinop,Fastech,Mt
Faculdade De Tecnologia De Sorocaba,Fatec So,Sp
Faculdade De Tecnologia De Sumare,Fatec De Sumare,Sp
Faculdade De Tecnologia De Taquaritinga,Fatec/Tq,Sp
Faculdade De Tecnologia De Tatui - Prof. Wilson Roberto Ribeiro De Camargo,Fatec Tatui,Sp
Faculdade De Tecnologia De Taubate,Fatec Taubate,Sp
Faculdade De Tecnologia De Teresina,Faculdade Cet,Pi
Faculdade De Tecnologia De Valenca,Factiva,Ba
Faculdade De Tecnologia Diamante,Fated,Sp
Faculdade De Tecnologia Do Abc,Fatec-Abc,Sp
Faculdade De Tecnologia Do Amapa,Meta,Ap
Faculdade De Tecnologia Do Brasil,Fat Brasil,Sp
Faculdade De Tecnologia Do Comercio,Fatec-Comercio,Mg
Faculdade De Tecnologia Do Cooperativismo,,Rs
Faculdade De Tecnologia Do Estado De Sao Paulo,Fatec,Sp
Faculdade De Tecnologia Do Instituto Bandeirante De Educacao E Cultura,Ibec,Sp
Faculdade De Tecnologia Do Ipiranga,Fatecipi,Sp
Faculdade De Tecnologia Do Nordeste,Fatene,Ce
Faculdade De Tecnologia Do Piaui,Fatepi,Pi
Faculdade De Tecnologia Do Rio De Janeiro,Faterj,Rj
Faculdade De Tecnologia Do Senai Horacio Augusto Da Silveira,,Null
Faculdade De Tecnologia Do Tatuape,Fatec-Tt,Sp
Faculdade De Tecnologia Do Transporte,,Df
Faculdade De Tecnologia Do Vale Do Itajai,Fatec,Sc
Faculdade De Tecnologia Do Vale Do Ivai,Fatec-Ivai,Pr
Faculdade De Tecnologia Dom Amaury Castanho,Fatec Itu,Sp
Faculdade De Tecnologia Dr. Thomaz Novelino,Fatec Franca,Sp
Faculdade De Tecnologia E Administracao Edufor,Edufor,Ma
Faculdade De Tecnologia E Ciencias,Ftc Juazeiro,Ba
Faculdade De Tecnologia E Ciencias - Ftc Camacari,Ftc Camacari,Ba
Faculdade De Tecnologia E Ciencias - Ftc Caruaru,Ftc - Caruaru,Pe
Faculdade De Tecnologia E Ciencias - Ftc Caucaia,Ftc Caucaia,Ce
Faculdade De Tecnologia E Ciencias - Ftc Itapipoca,Ftc Itapipoca,Ce
Faculdade De Tecnologia E Ciencias - Ftc Juazeiro Do Norte,Ftc Juazeiro Ce,Ce
Faculdade De Tecnologia E Ciencias - Ftc N. Sra. Do Socorro,Ftc N S Socorro,Se
Faculdade De Tecnologia E Ciencias - Ftc Parnamirim,Ftc Parnamirim,Rn
Faculdade De Tecnologia E Ciencias - Ftc Petrolina,Ftc Petrolina,Pe
Faculdade De Tecnologia E Ciencias - Ftc Teixeira De Freitas,Ftc,Ba
Faculdade De Tecnologia E Ciencias Da Bahia,Fatec/Ba,Ba
Faculdade De Tecnologia E Ciencias De Campina Grande,Ftc Camp Grande,Pb
Faculdade De Tecnologia E Ciencias De Itabuna,Ftc,Ba
Faculdade De Tecnologia E Ciencias De Jequie,Ftc,Ba
Faculdade De Tecnologia E Ciencias De Minas Gerais,Fatec Mg,Mg
Faculdade De Tecnologia E Ciencias De Pernambuco,Fatec,Pe
